# Wamoduck reference quasi-static gait / 参考准静态步态 | units: q in rad, tau in N.m, position in m | step_len=0.01 m, step_time=1.0 s, speed=0.01 m/s, foot_lift=0.0045 m, swing_window=0.3, stance_width=0.165 m | kinematic IK plan, not a trained policy and not hardware data
t_s,q_left_hip_yaw,q_left_hip_roll,q_left_hip_pitch,q_left_knee,q_left_ankle,q_right_hip_yaw,q_right_hip_roll,q_right_hip_pitch,q_right_knee,q_right_ankle,q_neck_pitch,q_head_pitch,q_head_yaw,q_head_roll,q_mouth,tau_left_hip_yaw,tau_left_hip_roll,tau_left_hip_pitch,tau_left_knee,tau_left_ankle,tau_right_hip_yaw,tau_right_hip_roll,tau_right_hip_pitch,tau_right_knee,tau_right_ankle,tau_neck_pitch,tau_head_pitch,tau_head_yaw,tau_head_roll,tau_mouth,base_x,base_y,base_z,base_roll_rad
52.500000,-0.043764,-0.017845,0.163319,-0.425122,0.260923,-0.214582,0.009458,0.259036,-0.321768,0.064663,0.000000,0.000000,0.000000,-0.000000,0.000000,0.392846,0.069753,-0.636500,1.937402,-1.293759,1.123914,-0.036135,-1.302866,1.575001,-0.279727,-0.000000,0.000000,0.000000,0.000000,0.000000,0.505000,-0.000000,0.169618,0.000000
52.600000,-0.086948,-0.011066,0.101801,-0.334340,0.231516,-0.225037,0.007171,0.260196,-0.314861,0.056183,0.000000,0.000000,0.000000,-0.000000,0.000000,0.551767,0.040001,-0.355980,1.458534,-1.095814,1.177093,-0.024029,-1.305383,1.537515,-0.237300,0.000000,0.000000,0.000000,-0.000000,0.000000,0.506000,-0.000000,0.169618,0.000000
52.700000,-0.094930,-0.009765,0.078243,-0.294389,0.215137,-0.235404,0.004691,0.260652,-0.306871,0.047109,0.000000,0.000000,0.000000,-0.000000,0.000000,0.515670,0.043022,-0.309822,1.324735,-1.009474,1.228970,-0.010953,-1.307242,1.497448,-0.191818,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.507000,-0.000000,0.169618,0.000000
52.800000,-0.083999,-0.011794,0.088942,-0.301914,0.211886,-0.245634,0.002143,0.260980,-0.298705,0.038051,0.000000,0.000000,0.000000,-0.000000,0.000000,0.392989,0.063780,-0.448915,1.478134,-1.023820,1.280627,0.002485,-1.311810,1.461709,-0.148225,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.508000,-0.000000,0.169618,0.000000
52.900000,-0.073207,-0.013659,0.099474,-0.308884,0.208302,-0.256042,-0.000546,0.261906,-0.291676,0.029428,0.000000,0.000000,0.000000,-0.000000,0.000000,0.312813,0.077220,-0.548957,1.577161,-1.022747,1.331498,0.016467,-1.321765,1.433533,-0.106391,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.509000,-0.000000,0.169618,0.000000
53.000000,-0.062508,-0.015426,0.110042,-0.315694,0.204630,-0.267103,-0.003393,0.265426,-0.289126,0.022572,0.000000,0.000000,0.000000,-0.000000,0.000000,0.259465,0.085333,-0.601732,1.609712,-1.003186,1.373726,0.025706,-1.368525,1.485079,-0.108586,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.510000,-0.000000,0.169618,0.000000
53.100000,-0.051967,-0.016973,0.120211,-0.321583,0.200427,-0.276658,-0.006349,0.270139,-0.286358,0.014217,0.000000,0.000000,0.000000,0.000000,0.000000,0.205296,0.092437,-0.649588,1.636286,-0.982533,1.386440,0.027727,-1.434011,1.582762,-0.139828,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.511000,0.000000,0.169618,-0.000000
53.200000,-0.041538,-0.018360,0.130173,-0.326925,0.195921,-0.277499,-0.005463,0.292302,-0.325040,0.031025,0.000000,0.000000,0.000000,0.000000,0.000000,0.150627,0.098771,-0.695245,1.659908,-0.961279,1.330503,0.007877,-1.556543,1.847863,-0.287305,0.000000,-0.000000,0.000000,0.000000,0.000000,0.512000,0.000000,0.169618,-0.000000
53.300000,-0.029747,-0.019706,0.138482,-0.331613,0.192472,-0.260478,0.002075,0.327938,-0.409486,0.081886,0.000000,0.000000,0.000000,0.000000,0.000000,0.089085,0.104877,-0.732547,1.680271,-0.945384,1.180640,-0.041710,-1.682114,2.245522,-0.571431,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.513000,0.000000,0.169618,-0.000000
53.400000,-0.016936,-0.020969,0.145501,-0.335733,0.189798,-0.222969,0.012275,0.345952,-0.474558,0.131181,0.000000,0.000000,0.000000,0.000000,0.000000,0.022309,0.110592,-0.763670,1.698453,-0.933772,0.950019,-0.095509,-1.683420,2.455066,-0.790365,0.000000,0.000000,-0.000000,0.000000,0.000000,0.514000,0.000000,0.169618,-0.000000
53.500000,-0.004178,-0.022057,0.152256,-0.339341,0.186906,-0.178246,0.019821,0.310440,-0.458726,0.151704,0.000000,0.000000,0.000000,0.000000,0.000000,-0.042891,0.115309,-0.795113,1.714763,-0.920078,0.737127,-0.124556,-1.443403,2.242175,-0.819125,0.000000,0.000000,0.000000,-0.000000,0.000000,0.515000,0.000000,0.169618,-0.000000
53.600000,0.008537,-0.022974,0.158892,-0.342679,0.183888,-0.142132,0.022747,0.254308,-0.393604,0.142428,0.000000,0.000000,0.000000,0.000000,0.000000,-0.106271,0.119036,-0.827517,1.729861,-0.904282,0.611858,-0.125750,-1.141373,1.828785,-0.703713,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.516000,0.000000,0.169618,-0.000000
53.700000,0.021279,-0.023726,0.165534,-0.346036,0.180903,-0.132343,0.022623,0.232143,-0.356788,0.127492,0.000000,0.000000,0.000000,0.000000,0.000000,-0.168662,0.121873,-0.860967,1.745051,-0.887572,0.629522,-0.114135,-1.071275,1.650608,-0.593095,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.517000,0.000000,0.169618,-0.000000
53.800000,0.033933,-0.024303,0.171951,-0.348914,0.177676,-0.143385,0.021510,0.236375,-0.354433,0.120999,0.000000,0.000000,0.000000,0.000000,0.000000,-0.230080,0.123807,-0.893633,1.757641,-0.869057,0.742728,-0.102874,-1.163388,1.709642,-0.560750,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.518000,0.000000,0.169618,-0.000000
53.900000,0.045752,-0.024657,0.178820,-0.351289,0.173480,-0.154360,0.020240,0.240243,-0.351522,0.114266,0.000000,0.000000,0.000000,0.000000,0.000000,-0.287388,0.124666,-0.928110,1.767964,-0.846354,0.825226,-0.094483,-1.219389,1.740382,-0.535992,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.519000,0.000000,0.169618,-0.000000
54.000000,0.056860,-0.024804,0.186005,-0.353142,0.168423,-0.165266,0.018816,0.243738,-0.348046,0.107288,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.328295,0.125676,-0.979128,1.824927,-0.853420,0.878415,-0.086565,-1.237126,1.721153,-0.498696,0.000000,0.000000,-0.000000,0.000000,0.000000,0.520000,-0.000000,0.169618,0.000000
54.100000,0.068288,-0.024809,0.192556,-0.354499,0.163507,-0.175598,0.017232,0.247122,-0.343716,0.099500,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.343104,0.126044,-1.027331,1.907487,-0.888127,0.928238,-0.077885,-1.253498,1.696634,-0.457112,0.000000,0.000000,-0.000000,0.000000,0.000000,0.521000,-0.000000,0.169618,0.000000
54.200000,0.070594,-0.025517,0.210092,-0.391606,0.183222,-0.185088,0.015495,0.251082,-0.339159,0.090835,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.293666,0.126663,-1.080694,2.106781,-1.033180,0.974157,-0.068465,-1.272413,1.670937,-0.411423,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.522000,-0.000000,0.169618,0.000000
54.300000,0.049378,-0.026350,0.231914,-0.459439,0.228725,-0.194532,0.013619,0.254576,-0.333958,0.081927,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.107790,0.122442,-1.118674,2.370805,-1.255193,1.021450,-0.058376,-1.287718,1.642360,-0.366149,0.000000,0.000000,0.000000,-0.000000,0.000000,0.523000,-0.000000,0.169618,0.000000
54.400000,0.010979,-0.024510,0.214829,-0.480617,0.265947,-0.204043,0.011606,0.257521,-0.328152,0.072898,0.000000,0.000000,0.000000,-0.000000,0.000000,0.135816,0.105043,-0.942323,2.333623,-1.388847,1.070138,-0.047626,-1.299009,1.610391,-0.321164,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.524000,-0.000000,0.169618,0.000000
54.500000,-0.043764,-0.017845,0.163319,-0.425122,0.260923,-0.214582,0.009458,0.259036,-0.321768,0.064663,0.000000,0.000000,0.000000,-0.000000,0.000000,0.392846,0.069753,-0.636500,1.937402,-1.293759,1.123914,-0.036135,-1.302866,1.575001,-0.279727,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.525000,-0.000000,0.169618,0.000000
54.600000,-0.086948,-0.011066,0.101801,-0.334340,0.231516,-0.225037,0.007171,0.260196,-0.314861,0.056183,0.000000,0.000000,0.000000,-0.000000,0.000000,0.551767,0.040001,-0.355980,1.458534,-1.095814,1.177093,-0.024029,-1.305383,1.537515,-0.237300,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.526000,-0.000000,0.169618,0.000000
54.700000,-0.094930,-0.009765,0.078243,-0.294389,0.215137,-0.235404,0.004691,0.260652,-0.306871,0.047109,0.000000,0.000000,0.000000,-0.000000,0.000000,0.515670,0.043022,-0.309822,1.324735,-1.009474,1.228970,-0.010953,-1.307242,1.497448,-0.191818,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.527000,-0.000000,0.169618,0.000000
54.800000,-0.083999,-0.011794,0.088942,-0.301914,0.211886,-0.245634,0.002143,0.260980,-0.298705,0.038051,0.000000,0.000000,0.000000,-0.000000,0.000000,0.392989,0.063780,-0.448915,1.478134,-1.023820,1.280627,0.002485,-1.311810,1.461709,-0.148225,0.000000,0.000000,-0.000000,0.000000,0.000000,0.528000,-0.000000,0.169618,0.000000
54.900000,-0.073207,-0.013659,0.099474,-0.308884,0.208302,-0.256042,-0.000546,0.261906,-0.291676,0.029428,0.000000,0.000000,0.000000,-0.000000,0.000000,0.312813,0.077220,-0.548957,1.577161,-1.022747,1.331498,0.016467,-1.321765,1.433533,-0.106391,0.000000,-0.000000,0.000000,0.000000,0.000000,0.529000,-0.000000,0.169618,0.000000
55.000000,-0.062508,-0.015426,0.110042,-0.315694,0.204630,-0.267103,-0.003393,0.265426,-0.289126,0.022572,0.000000,0.000000,0.000000,-0.000000,0.000000,0.259465,0.085333,-0.601732,1.609712,-1.003186,1.373726,0.025706,-1.368525,1.485079,-0.108586,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.530000,-0.000000,0.169618,0.000000
55.100000,-0.051967,-0.016973,0.120211,-0.321583,0.200427,-0.276658,-0.006349,0.270139,-0.286358,0.014217,0.000000,0.000000,0.000000,0.000000,0.000000,0.205296,0.092437,-0.649588,1.636286,-0.982533,1.386440,0.027727,-1.434011,1.582762,-0.139828,0.000000,0.000000,0.000000,-0.000000,0.000000,0.531000,0.000000,0.169618,-0.000000
55.200000,-0.041538,-0.018360,0.130173,-0.326925,0.195921,-0.277499,-0.005463,0.292302,-0.325040,0.031025,0.000000,0.000000,0.000000,0.000000,0.000000,0.150627,0.098771,-0.695245,1.659908,-0.961279,1.330503,0.007877,-1.556543,1.847863,-0.287305,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.532000,0.000000,0.169618,-0.000000
55.300000,-0.029747,-0.019706,0.138482,-0.331613,0.192472,-0.260478,0.002075,0.327938,-0.409486,0.081886,0.000000,0.000000,0.000000,0.000000,0.000000,0.089085,0.104877,-0.732547,1.680271,-0.945384,1.180640,-0.041710,-1.682114,2.245522,-0.571431,0.000000,0.000000,-0.000000,0.000000,0.000000,0.533000,0.000000,0.169618,-0.000000
55.400000,-0.016936,-0.020969,0.145501,-0.335733,0.189798,-0.222969,0.012275,0.345952,-0.474558,0.131181,0.000000,0.000000,0.000000,0.000000,0.000000,0.022309,0.110592,-0.763670,1.698453,-0.933772,0.950019,-0.095509,-1.683420,2.455066,-0.790365,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.534000,0.000000,0.169618,-0.000000
55.500000,-0.004178,-0.022057,0.152256,-0.339341,0.186906,-0.178246,0.019821,0.310440,-0.458726,0.151704,0.000000,0.000000,0.000000,0.000000,0.000000,-0.042891,0.115309,-0.795113,1.714763,-0.920078,0.737127,-0.124556,-1.443403,2.242175,-0.819125,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.535000,0.000000,0.169618,-0.000000
55.600000,0.008537,-0.022974,0.158892,-0.342679,0.183888,-0.142132,0.022747,0.254308,-0.393604,0.142428,0.000000,0.000000,0.000000,0.000000,0.000000,-0.106271,0.119036,-0.827517,1.729861,-0.904282,0.611858,-0.125750,-1.141373,1.828785,-0.703713,0.000000,0.000000,0.000000,-0.000000,0.000000,0.536000,0.000000,0.169618,-0.000000
55.700000,0.021279,-0.023726,0.165534,-0.346036,0.180903,-0.132343,0.022623,0.232143,-0.356788,0.127492,0.000000,0.000000,0.000000,0.000000,0.000000,-0.168662,0.121873,-0.860967,1.745051,-0.887572,0.629522,-0.114135,-1.071275,1.650608,-0.593095,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.537000,0.000000,0.169618,-0.000000
55.800000,0.033933,-0.024303,0.171951,-0.348914,0.177676,-0.143385,0.021510,0.236375,-0.354433,0.120999,0.000000,0.000000,0.000000,0.000000,0.000000,-0.230080,0.123807,-0.893633,1.757641,-0.869057,0.742728,-0.102874,-1.163388,1.709642,-0.560750,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.538000,0.000000,0.169618,-0.000000
55.900000,0.045752,-0.024657,0.178820,-0.351289,0.173480,-0.154360,0.020240,0.240243,-0.351522,0.114266,0.000000,0.000000,0.000000,0.000000,0.000000,-0.287388,0.124666,-0.928110,1.767964,-0.846354,0.825226,-0.094483,-1.219389,1.740382,-0.535992,0.000000,0.000000,-0.000000,0.000000,0.000000,0.539000,0.000000,0.169618,-0.000000
56.000000,0.056860,-0.024804,0.186005,-0.353142,0.168423,-0.165266,0.018816,0.243738,-0.348046,0.107288,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.328295,0.125676,-0.979128,1.824927,-0.853420,0.878415,-0.086565,-1.237126,1.721153,-0.498696,0.000000,0.000000,-0.000000,0.000000,0.000000,0.540000,-0.000000,0.169618,0.000000
56.100000,0.068288,-0.024809,0.192556,-0.354499,0.163507,-0.175598,0.017232,0.247122,-0.343716,0.099500,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.343104,0.126044,-1.027331,1.907487,-0.888127,0.928238,-0.077885,-1.253498,1.696634,-0.457112,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.541000,-0.000000,0.169618,0.000000
56.200000,0.070594,-0.025517,0.210092,-0.391606,0.183222,-0.185088,0.015495,0.251082,-0.339159,0.090835,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.293666,0.126663,-1.080694,2.106781,-1.033180,0.974157,-0.068465,-1.272413,1.670937,-0.411423,0.000000,0.000000,0.000000,-0.000000,0.000000,0.542000,-0.000000,0.169618,0.000000
56.300000,0.049378,-0.026350,0.231914,-0.459439,0.228725,-0.194532,0.013619,0.254576,-0.333958,0.081927,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.107790,0.122442,-1.118674,2.370805,-1.255193,1.021450,-0.058376,-1.287718,1.642360,-0.366149,0.000000,0.000000,0.000000,0.000000,0.000000,0.543000,-0.000000,0.169618,0.000000
56.400000,0.010979,-0.024510,0.214829,-0.480617,0.265947,-0.204043,0.011606,0.257521,-0.328152,0.072898,0.000000,0.000000,0.000000,-0.000000,0.000000,0.135816,0.105043,-0.942323,2.333623,-1.388847,1.070138,-0.047626,-1.299009,1.610391,-0.321164,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.544000,-0.000000,0.169618,0.000000
56.500000,-0.043764,-0.017845,0.163319,-0.425122,0.260923,-0.214582,0.009458,0.259036,-0.321768,0.064663,0.000000,0.000000,0.000000,-0.000000,0.000000,0.392846,0.069753,-0.636500,1.937402,-1.293759,1.123914,-0.036135,-1.302866,1.575001,-0.279727,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.545000,-0.000000,0.169618,0.000000
56.600000,-0.086948,-0.011066,0.101801,-0.334340,0.231516,-0.225037,0.007171,0.260196,-0.314861,0.056183,0.000000,0.000000,0.000000,-0.000000,0.000000,0.551767,0.040001,-0.355980,1.458534,-1.095814,1.177093,-0.024029,-1.305383,1.537515,-0.237300,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.546000,-0.000000,0.169618,0.000000
56.700000,-0.094930,-0.009765,0.078243,-0.294389,0.215137,-0.235404,0.004691,0.260652,-0.306871,0.047109,0.000000,0.000000,0.000000,-0.000000,0.000000,0.515670,0.043022,-0.309822,1.324735,-1.009474,1.228970,-0.010953,-1.307242,1.497448,-0.191818,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.547000,-0.000000,0.169618,0.000000
56.800000,-0.083999,-0.011794,0.088942,-0.301914,0.211886,-0.245634,0.002143,0.260980,-0.298705,0.038051,0.000000,0.000000,0.000000,-0.000000,0.000000,0.392989,0.063780,-0.448915,1.478134,-1.023820,1.280627,0.002485,-1.311810,1.461709,-0.148225,0.000000,0.000000,-0.000000,0.000000,0.000000,0.548000,-0.000000,0.169618,0.000000
56.900000,-0.073207,-0.013659,0.099474,-0.308884,0.208302,-0.256042,-0.000546,0.261906,-0.291676,0.029428,0.000000,0.000000,0.000000,-0.000000,0.000000,0.312813,0.077220,-0.548957,1.577161,-1.022747,1.331498,0.016467,-1.321765,1.433533,-0.106391,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.549000,-0.000000,0.169618,0.000000
57.000000,-0.062508,-0.015426,0.110042,-0.315694,0.204630,-0.267103,-0.003393,0.265426,-0.289126,0.022572,0.000000,0.000000,0.000000,-0.000000,0.000000,0.259465,0.085333,-0.601732,1.609712,-1.003186,1.373726,0.025706,-1.368525,1.485079,-0.108586,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.550000,-0.000000,0.169618,0.000000
57.100000,-0.051967,-0.016973,0.120211,-0.321583,0.200427,-0.276658,-0.006349,0.270139,-0.286358,0.014217,0.000000,0.000000,0.000000,0.000000,0.000000,0.205296,0.092437,-0.649588,1.636286,-0.982533,1.386440,0.027727,-1.434011,1.582762,-0.139828,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.551000,0.000000,0.169618,-0.000000
57.200000,-0.041538,-0.018360,0.130173,-0.326925,0.195921,-0.277499,-0.005463,0.292302,-0.325040,0.031025,0.000000,0.000000,0.000000,0.000000,0.000000,0.150627,0.098771,-0.695245,1.659908,-0.961279,1.330503,0.007877,-1.556543,1.847863,-0.287305,0.000000,0.000000,0.000000,-0.000000,0.000000,0.552000,0.000000,0.169618,-0.000000
57.300000,-0.029747,-0.019706,0.138482,-0.331613,0.192472,-0.260478,0.002075,0.327938,-0.409486,0.081886,0.000000,0.000000,0.000000,0.000000,0.000000,0.089085,0.104877,-0.732547,1.680271,-0.945384,1.180640,-0.041710,-1.682114,2.245522,-0.571431,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.553000,0.000000,0.169618,-0.000000
57.400000,-0.016936,-0.020969,0.145501,-0.335733,0.189798,-0.222969,0.012275,0.345952,-0.474558,0.131181,0.000000,0.000000,0.000000,0.000000,0.000000,0.022309,0.110592,-0.763670,1.698453,-0.933772,0.950019,-0.095509,-1.683420,2.455066,-0.790365,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.554000,0.000000,0.169618,-0.000000
57.500000,-0.004178,-0.022057,0.152256,-0.339341,0.186906,-0.178246,0.019821,0.310440,-0.458726,0.151704,0.000000,0.000000,0.000000,0.000000,0.000000,-0.042891,0.115309,-0.795113,1.714763,-0.920078,0.737127,-0.124556,-1.443403,2.242175,-0.819125,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.555000,0.000000,0.169618,-0.000000
57.600000,0.008537,-0.022974,0.158892,-0.342679,0.183888,-0.142132,0.022747,0.254308,-0.393604,0.142428,0.000000,0.000000,0.000000,0.000000,0.000000,-0.106271,0.119036,-0.827517,1.729861,-0.904282,0.611858,-0.125750,-1.141373,1.828785,-0.703713,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.556000,0.000000,0.169618,-0.000000
57.700000,0.021279,-0.023726,0.165534,-0.346036,0.180903,-0.132343,0.022623,0.232143,-0.356788,0.127492,0.000000,0.000000,0.000000,0.000000,0.000000,-0.168662,0.121873,-0.860967,1.745051,-0.887572,0.629522,-0.114135,-1.071275,1.650608,-0.593095,-0.000000,0.000000,0.000000,0.000000,0.000000,0.557000,0.000000,0.169618,-0.000000
57.800000,0.033933,-0.024303,0.171951,-0.348914,0.177676,-0.143385,0.021510,0.236375,-0.354433,0.120999,0.000000,0.000000,0.000000,0.000000,0.000000,-0.230080,0.123807,-0.893633,1.757641,-0.869057,0.742728,-0.102874,-1.163388,1.709642,-0.560750,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.558000,0.000000,0.169618,-0.000000
57.900000,0.045752,-0.024657,0.178820,-0.351289,0.173480,-0.154360,0.020240,0.240243,-0.351522,0.114266,0.000000,0.000000,0.000000,0.000000,0.000000,-0.287388,0.124666,-0.928110,1.767964,-0.846354,0.825226,-0.094483,-1.219389,1.740382,-0.535992,0.000000,0.000000,-0.000000,0.000000,0.000000,0.559000,0.000000,0.169618,-0.000000
58.000000,0.056860,-0.024804,0.186005,-0.353142,0.168423,-0.165266,0.018816,0.243738,-0.348046,0.107288,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.328295,0.125676,-0.979128,1.824927,-0.853420,0.878415,-0.086565,-1.237126,1.721153,-0.498696,0.000000,0.000000,0.000000,-0.000000,0.000000,0.560000,-0.000000,0.169618,0.000000
58.100000,0.068288,-0.024809,0.192556,-0.354499,0.163507,-0.175598,0.017232,0.247122,-0.343716,0.099500,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.343104,0.126044,-1.027331,1.907487,-0.888127,0.928238,-0.077885,-1.253498,1.696634,-0.457112,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.561000,-0.000000,0.169618,0.000000
58.200000,0.070594,-0.025517,0.210092,-0.391606,0.183222,-0.185088,0.015495,0.251082,-0.339159,0.090835,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.293666,0.126663,-1.080694,2.106781,-1.033180,0.974157,-0.068465,-1.272413,1.670937,-0.411423,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.562000,-0.000000,0.169618,0.000000
58.300000,0.049378,-0.026350,0.231914,-0.459439,0.228725,-0.194532,0.013619,0.254576,-0.333958,0.081927,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.107790,0.122442,-1.118674,2.370805,-1.255193,1.021450,-0.058376,-1.287718,1.642360,-0.366149,0.000000,0.000000,0.000000,0.000000,0.000000,0.563000,-0.000000,0.169618,0.000000
58.400000,0.010979,-0.024510,0.214829,-0.480617,0.265947,-0.204043,0.011606,0.257521,-0.328152,0.072898,0.000000,0.000000,0.000000,-0.000000,0.000000,0.135816,0.105043,-0.942323,2.333623,-1.388847,1.070138,-0.047626,-1.299009,1.610391,-0.321164,0.000000,0.000000,0.000000,-0.000000,0.000000,0.564000,-0.000000,0.169618,0.000000
58.500000,-0.043764,-0.017845,0.163319,-0.425122,0.260923,-0.214582,0.009458,0.259036,-0.321768,0.064663,0.000000,0.000000,0.000000,-0.000000,0.000000,0.392846,0.069753,-0.636500,1.937402,-1.293759,1.123914,-0.036135,-1.302866,1.575001,-0.279727,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.565000,-0.000000,0.169618,0.000000
58.600000,-0.086948,-0.011066,0.101801,-0.334340,0.231516,-0.225037,0.007171,0.260196,-0.314861,0.056183,0.000000,0.000000,0.000000,-0.000000,0.000000,0.551767,0.040001,-0.355980,1.458534,-1.095814,1.177093,-0.024029,-1.305383,1.537515,-0.237300,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.566000,-0.000000,0.169618,0.000000
58.700000,-0.094930,-0.009765,0.078243,-0.294389,0.215137,-0.235404,0.004691,0.260652,-0.306871,0.047109,0.000000,0.000000,0.000000,-0.000000,0.000000,0.515670,0.043022,-0.309822,1.324735,-1.009474,1.228970,-0.010953,-1.307242,1.497448,-0.191818,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.567000,-0.000000,0.169618,0.000000
58.800000,-0.083999,-0.011794,0.088942,-0.301914,0.211886,-0.245634,0.002143,0.260980,-0.298705,0.038051,0.000000,0.000000,0.000000,-0.000000,0.000000,0.392989,0.063780,-0.448915,1.478134,-1.023820,1.280627,0.002485,-1.311810,1.461709,-0.148225,0.000000,-0.000000,0.000000,0.000000,0.000000,0.568000,-0.000000,0.169618,0.000000
58.900000,-0.073207,-0.013659,0.099474,-0.308884,0.208302,-0.256042,-0.000546,0.261906,-0.291676,0.029428,0.000000,0.000000,0.000000,-0.000000,0.000000,0.312813,0.077220,-0.548957,1.577161,-1.022747,1.331498,0.016467,-1.321765,1.433533,-0.106391,0.000000,0.000000,0.000000,-0.000000,0.000000,0.569000,-0.000000,0.169618,0.000000
59.000000,-0.062508,-0.015426,0.110042,-0.315694,0.204630,-0.267103,-0.003393,0.265426,-0.289126,0.022572,0.000000,0.000000,0.000000,-0.000000,0.000000,0.259465,0.085333,-0.601732,1.609712,-1.003186,1.373726,0.025706,-1.368525,1.485079,-0.108586,0.000000,0.000000,-0.000000,0.000000,0.000000,0.570000,-0.000000,0.169618,0.000000
59.100000,-0.051967,-0.016973,0.120211,-0.321583,0.200427,-0.276658,-0.006349,0.270139,-0.286358,0.014217,0.000000,0.000000,0.000000,0.000000,0.000000,0.205296,0.092437,-0.649588,1.636286,-0.982533,1.386440,0.027727,-1.434011,1.582762,-0.139828,0.000000,0.000000,0.000000,-0.000000,0.000000,0.571000,0.000000,0.169618,-0.000000
59.200000,-0.041538,-0.018360,0.130173,-0.326925,0.195921,-0.277499,-0.005463,0.292302,-0.325040,0.031025,0.000000,0.000000,0.000000,0.000000,0.000000,0.150627,0.098771,-0.695245,1.659908,-0.961279,1.330503,0.007877,-1.556543,1.847863,-0.287305,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.572000,0.000000,0.169618,-0.000000
59.300000,-0.029747,-0.019706,0.138482,-0.331613,0.192472,-0.260478,0.002075,0.327938,-0.409486,0.081886,0.000000,0.000000,0.000000,0.000000,0.000000,0.089085,0.104877,-0.732547,1.680271,-0.945384,1.180640,-0.041710,-1.682114,2.245522,-0.571431,0.000000,0.000000,0.000000,0.000000,0.000000,0.573000,0.000000,0.169618,-0.000000
59.400000,-0.016936,-0.020969,0.145501,-0.335733,0.189798,-0.222969,0.012275,0.345952,-0.474558,0.131181,0.000000,0.000000,0.000000,0.000000,0.000000,0.022309,0.110592,-0.763670,1.698453,-0.933772,0.950019,-0.095509,-1.683420,2.455066,-0.790365,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.574000,0.000000,0.169618,-0.000000
59.500000,-0.004178,-0.022057,0.152256,-0.339341,0.186906,-0.178246,0.019821,0.310440,-0.458726,0.151704,0.000000,0.000000,0.000000,0.000000,0.000000,-0.042891,0.115309,-0.795113,1.714763,-0.920078,0.737127,-0.124556,-1.443403,2.242175,-0.819125,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.575000,0.000000,0.169618,-0.000000
59.600000,0.008537,-0.022974,0.158892,-0.342679,0.183888,-0.142132,0.022747,0.254308,-0.393604,0.142428,0.000000,0.000000,0.000000,0.000000,0.000000,-0.106271,0.119036,-0.827517,1.729861,-0.904282,0.611858,-0.125750,-1.141373,1.828785,-0.703713,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.576000,0.000000,0.169618,-0.000000
